affy	entrez	Species	Gene Name
1434402_at	67630	Mus musculus	sterile alpha motif domain containing 8(Samd8)
1428815_at	75886	Mus musculus	glutathione S-transferase, theta 4(Gstt4)
1445357_at	106954	Mus musculus	expressed sequence AI851613(AI851613)
1436450_at	52897	Mus musculus	RNA binding protein, fox-1 homolog (C. elegans) 3(Rbfox3)
1431260_at	73906	Mus musculus	RIKEN cDNA 4833417C18 gene(4833417C18Rik)
1418595_at	57435	Mus musculus	perilipin 4(Plin4)
1455074_at	66793	Mus musculus	EF hand calcium binding domain 1(Efcab1)
1417075_at	66488	Mus musculus	family with sequence similarity 136, member A(Fam136a)
1419390_at	23984	Mus musculus	phosphodiesterase 10A(Pde10a)
1433164_at	75938	Mus musculus	RIKEN cDNA 4930570E01 gene(4930570E01Rik)
1456778_at	18187	Mus musculus	neuropilin 2(Nrp2)
1454460_at	70545	Mus musculus	RIKEN cDNA 5730433N10 gene(5730433N10Rik)
1438611_at	22147	Mus musculus	tubulin, alpha 3B(Tuba3b)
1426630_at	227715	Mus musculus	exosome component 2(Exosc2)
1452385_at	99526	Mus musculus	ubiquitin specific peptidase 53(Usp53)
1424919_at	13866	Mus musculus	erb-b2 receptor tyrosine kinase 2(Erbb2)
1453761_at	70998	Mus musculus	PHD finger protein 6(Phf6)
1416040_at	67717	Mus musculus	lipase, gastric(Lipf)
1460603_at	209086	Mus musculus	sterile alpha motif domain containing 9-like(Samd9l)
1449604_at	11431	Mus musculus	acid phosphatase 1, soluble(Acp1)
1437002_at	215708	Mus musculus	mitoguardin 1(Miga1)
1437369_at	14163	Mus musculus	FYVE, RhoGEF and PH domain containing 1(Fgd1)
1449952_s_at	30943	Mus musculus	protease, serine 30(Prss30)
1437602_at	432552	Mus musculus	family with sequence similarity 71, member B(Fam71b)
1453454_at	76567	Mus musculus	RIKEN cDNA 1700012E03 gene(1700012E03Rik)
1432146_at	76856	Mus musculus	cation channel, sperm associated 3(Catsper3)
1432611_at	74381	Mus musculus	RIKEN cDNA 4932430A15 gene(4932430A15Rik)
1453242_x_at	72716	Mus musculus	RIKEN cDNA 2810047C21 gene 1(2810047C21Rik1)
1429741_at	67498	Mus musculus	potassium channel, subfamily V, member 1(Kcnv1)
1452773_at	70612	Mus musculus	transmembrane protein 230(Tmem230)
1441137_at	83675	Mus musculus	BicC family RNA binding protein 1(Bicc1)
1437564_at	18975	Mus musculus	polymerase (DNA directed), gamma(Polg)
1454336_at	51813	Mus musculus	cyclin C(Ccnc)
1428610_at	74244	Mus musculus	autophagy related 7(Atg7)
1440647_at	217692	Mus musculus	signal-induced proliferation-associated 1 like 1(Sipa1l1)
1460398_at	320595	Mus musculus	PHD finger protein 8(Phf8)
1453802_at	77569	Mus musculus	LIM and calponin homology domains 1(Limch1)
1424367_a_at	26557	Mus musculus	homer scaffolding protein 2(Homer2)
1421247_at	18511	Mus musculus	paired box 9(Pax9)
1441447_at	319211	Mus musculus	nucleolar protein 4(Nol4)
1445701_at	381290	Mus musculus	ATPase, Ca++ transporting, plasma membrane 4(Atp2b4)
1423184_at	20403	Mus musculus	intersectin 2(Itsn2)
1417101_at	15512	Mus musculus	heat shock protein 2(Hspa2)
1436559_a_at	53380	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10(Psmd10)
1441914_x_at	14174	Mus musculus	fibroblast growth factor 3(Fgf3)
1448415_a_at	20347	Mus musculus	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B(Sema3b)
1421177_at	66816	Mus musculus	THAP domain containing, apoptosis associated protein 2(Thap2)
1424960_at	71889	Mus musculus	epsin 3(Epn3)
1456607_at	70675	Mus musculus	valosin containing protein (p97)/p47 complex interacting protein 1(Vcpip1)
1422278_at	13490	Mus musculus	dopamine receptor D3(Drd3)
1442915_at	110895	Mus musculus	solute carrier family 9 (sodium/hydrogen exchanger), member 4(Slc9a4)
1453683_a_at	74107	Mus musculus	centrosomal protein 55(Cep55)
1458468_at	210582	Mus musculus	coenzyme Q10A(Coq10a)
1433270_at	77406	Mus musculus	RIKEN cDNA 9530004M16 gene(9530004M16Rik)
1419373_at	110935	Mus musculus	ATPase, H+ transporting, lysosomal V1 subunit B1(Atp6v1b1)
1458368_at	17884	Mus musculus	myosin, heavy polypeptide 4, skeletal muscle(Myh4)
1454022_at	13844	Mus musculus	Eph receptor B2(Ephb2)
1442764_at	225888	Mus musculus	lysine methyltransferase 5B(Kmt5b)
1448611_at	52357	Mus musculus	WW, C2 and coiled-coil domain containing 2(Wwc2)
1430435_at	16764	Mus musculus	AF4/FMR2 family, member 3(Aff3)
1428270_at	76485	Mus musculus	glycosyltransferase 8 domain containing 1(Glt8d1)
1429109_at	77853	Mus musculus	male-specific lethal 2 homolog (Drosophila)(Msl2)
1425814_a_at	54598	Mus musculus	calcitonin receptor-like(Calcrl)
1430507_at	69443	Mus musculus	RIKEN cDNA 1700027J07 gene(1700027J07Rik)
1449575_a_at	14870	Mus musculus	glutathione S-transferase, pi 1(Gstp1)
1419937_at	100049789	Mus musculus	predicted gene 12264(Gm12264)
1430607_at	74694	Mus musculus	TBC1 domain family, member 30(Tbc1d30)
1436341_at	219150	Mus musculus	homeobox containing 1(Hmbox1)
1420798_s_at	116731	Mus musculus	protocadherin alpha 1(Pcdha1)
1444317_at	11994	Mus musculus	protocadherin 15(Pcdh15)
1445854_at	331424	Mus musculus	RIKEN cDNA C230004F18 gene(C230004F18Rik)
1425430_at	77918	Mus musculus	keratin associated protein 19-3(Krtap19-3)
1459910_at	21951	Mus musculus	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase(Tnks)
1442525_at	67163	Mus musculus	coiled-coil domain containing 47(Ccdc47)
1415944_at	20969	Mus musculus	syndecan 1(Sdc1)
1452504_s_at	74245	Mus musculus	chitobiase, di-N-acetyl-(Ctbs)
1416471_at	99712	Mus musculus	choline/ethanolaminephosphotransferase 1(Cept1)
1457864_at	215445	Mus musculus	RAB11 family interacting protein 3 (class II)(Rab11fip3)
1431039_at	73945	Mus musculus	OTU domain containing 4(Otud4)
1432189_a_at	20678	Mus musculus	SRY (sex determining region Y)-box 5(Sox5)
1458129_at	19883	Mus musculus	RAR-related orphan receptor alpha(Rora)
1425550_a_at	19084	Mus musculus	protein kinase, cAMP dependent regulatory, type I, alpha(Prkar1a)
1421890_at	20444	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(St3gal2)
1455398_at	100604	Mus musculus	leucine rich repeat containing 8 family, member C(Lrrc8c)
1420644_a_at	57743	Mus musculus	Sec61, alpha subunit 2 (S. cerevisiae)(Sec61a2)
1439779_at	56533	Mus musculus	regulator of G-protein signaling 17(Rgs17)
1426438_at	26900	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked(Ddx3y)
1440228_at	240614	Mus musculus	RAN binding protein 6(Ranbp6)
1450517_at	21350	Mus musculus	T cell acute lymphocytic leukemia 2(Tal2)
1454729_at	81907	Mus musculus	transmembrane protein 108(Tmem108)
1426168_a_at	100038850	Mus musculus	T cell receptor alpha variable 9D-3(Trav9d-3)
1432937_at	74500	Mus musculus	RIKEN cDNA 5430439C14 gene(5430439C14Rik)
1433052_at	15569	Mus musculus	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)(Elavl2)
1427361_at	15425	Mus musculus	homeobox C6(Hoxc6)
1435227_at	58208	Mus musculus	B cell leukemia/lymphoma 11B(Bcl11b)
1446111_at	52669	Mus musculus	DNA segment, Chr 14, ERATO Doi 611, expressed(D14Ertd611e)
1438514_at	237636	Mus musculus	NPC1-like 1(Npc1l1)
1451829_a_at	18016	Mus musculus	neurofibromatosis 2(Nf2)
1449704_at	97923	Mus musculus	expressed sequence C80171(C80171)
1451690_a_at	71740	Mus musculus	nectin cell adhesion molecule 4(Nectin4)
1439512_at	641454	Mus musculus	RIKEN cDNA 5830444B04 gene(5830444B04Rik)
1418019_at	12874	Mus musculus	carboxypeptidase D(Cpd)
1435888_at	13649	Mus musculus	epidermal growth factor receptor(Egfr)
1424178_at	74166	Mus musculus	transmembrane protein 38A(Tmem38a)
1456966_at	100042889	Mus musculus	RIKEN cDNA C920021L13 gene(C920021L13Rik)
1439637_at	16576	Mus musculus	kinesin family member 7(Kif7)
1430595_at	78926	Mus musculus	growth arrest-specific 2 like 1(Gas2l1)
1453509_at	68311	Mus musculus	Ly6/Plaur domain containing 2(Lypd2)
1447436_at	102524	Mus musculus	expressed sequence AI451250(AI451250)
1424419_at	223664	Mus musculus	leucine rich repeat containing 14(Lrrc14)
1443736_at	100415901	Mus musculus	predicted gene 13648(Gm13648)
1430090_at	66264	Mus musculus	coiled coil domain containing 28B(Ccdc28b)
AFFX-TransRecMur/X57349_M_at	22042	Mus musculus	transferrin receptor(Tfrc)
1444897_at	104936	Mus musculus	expressed sequence AU017263(AU017263)
1456238_at	668917	Mus musculus	zinc finger protein 133, pseudogene(Zfp133-ps)
1434348_at	225020	Mus musculus	fasciculation and elongation protein zeta 2 (zygin II)(Fez2)
1429870_at	665113	Mus musculus	TRAF2 and NCK interacting kinase(Tnik)
1426364_at	67871	Mus musculus	mitochondrial ribosome recycling factor(Mrrf)
1458958_at	56741	Mus musculus	immunoglobulin superfamily, DCC subclass, member 4(Igdcc4)
1435665_at	209387	Mus musculus	tripartite motif-containing 30D(Trim30d)
1422558_at	14431	Mus musculus	guanidinoacetate methyltransferase(Gamt)
1451769_s_at	116731	Mus musculus	protocadherin alpha 1(Pcdha1)
1418157_at	13865	Mus musculus	nuclear receptor subfamily 2, group F, member 1(Nr2f1)
1429818_at	71979	Mus musculus	proline rich 23A, member 3(Prr23a3)
1442812_at	433844	Mus musculus	predicted gene 10482(Gm10482)
1436236_x_at	72042	Mus musculus	coactosin-like 1 (Dictyostelium)(Cotl1)
1428720_s_at	70018	Mus musculus	RIKEN cDNA 2010309G21 gene(2010309G21Rik)
1434148_at	21413	Mus musculus	transcription factor 4(Tcf4)
1426912_at	26374	Mus musculus	ring finger and WD repeat domain 2(Rfwd2)
1433854_at	209497	Mus musculus	transmembrane protein 164(Tmem164)
1449622_s_at	54411	Mus musculus	ATPase, H+ transporting, lysosomal accessory protein 1(Atp6ap1)
1424815_at	232493	Mus musculus	glycogen synthase 2(Gys2)
1425865_a_at	16882	Mus musculus	ligase III, DNA, ATP-dependent(Lig3)
1447260_at	14963	Mus musculus	histocompatibility 2, blastocyst(H2-Bl)
1435906_x_at	14469	Mus musculus	guanylate binding protein 2(Gbp2)
1428586_at	233724	Mus musculus	transmembrane protein 41B(Tmem41b)
1444279_at	59026	Mus musculus	HECT, UBA and WWE domain containing 1(Huwe1)
1416163_at	26891	Mus musculus	COP9 signalosome subunit 4(Cops4)
1434066_at	233863	Mus musculus	general transcription factor III C 1(Gtf3c1)
1427395_a_at	56847	Mus musculus	aldehyde dehydrogenase family 1, subfamily A3(Aldh1a3)
1439042_at	11517	Mus musculus	adenylate cyclase activating polypeptide 1 receptor 1(Adcyap1r1)
1423212_at	13619	Mus musculus	polyhomeotic-like 1 (Drosophila)(Phc1)
1453192_at	73121	Mus musculus	refilin A(Rflna)
1456050_at	97819	Mus musculus	expressed sequence C80998(C80998)
1451641_at	83703	Mus musculus	debranching RNA lariats 1(Dbr1)
1439217_at	330490	Mus musculus	NLR family, pyrin domain containing 9C(Nlrp9c)
1448846_a_at	100503125	Mus musculus	60S ribosomal protein L29-like(Gm10913)
1423325_at	18949	Mus musculus	pinin(Pnn)
1427835_at	18986	Mus musculus	POU domain, class 2, transcription factor 1(Pou2f1)
1446312_at	333050	Mus musculus	kinase suppressor of ras 2(Ksr2)
1418075_at	20448	Mus musculus	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4(St6galnac4)
1428288_at	16601	Mus musculus	Kruppel-like factor 9(Klf9)
1438641_x_at	68952	Mus musculus	family with sequence similarity 57, member B(Fam57b)
1458184_at	319592	Mus musculus	RIKEN cDNA D030020J04 gene(D030020J04Rik)
1456763_at	26936	Mus musculus	myosin phosphatase Rho interacting protein(Mprip)
1441899_x_at	12032	Mus musculus	brevican(Bcan)
1416341_at	20021	Mus musculus	polymerase (RNA) II (DNA directed) polypeptide C(Polr2c)
1419831_at	99996	Mus musculus	expressed sequence AA416453(AA416453)
1448930_at	68067	Mus musculus	RIKEN cDNA 3010026O09 gene(3010026O09Rik)
1437515_at	107849	Mus musculus	prolactin family 2, subfamily c, member 5(Prl2c5)
1442574_at	100038392	Mus musculus	predicted gene 10785(Gm10785)
1450042_at	11878	Mus musculus	aristaless related homeobox(Arx)
1444812_at	382066	Mus musculus	PR domain containing 10(Prdm10)
1455484_at	15571	Mus musculus	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)(Elavl3)
1418106_at	15214	Mus musculus	hairy/enhancer-of-split related with YRPW motif 2(Hey2)
1421900_at	15467	Mus musculus	eukaryotic translation initiation factor 2 alpha kinase 1(Eif2ak1)
1434507_at	228961	Mus musculus	aminopeptidase-like 1(Npepl1)
1425991_a_at	235041	Mus musculus	KN motif and ankyrin repeat domains 2(Kank2)
1453290_at	70823	Mus musculus	HMG box domain containing 4(Hmgxb4)
1424540_at	15257	Mus musculus	homeodomain interacting protein kinase 1(Hipk1)
1451485_at	67684	Mus musculus	LUC7-like 3 (S. cerevisiae)(Luc7l3)
1441011_at	381535	Mus musculus	predicted gene 12800(Gm12800)
1448936_at	100226	Mus musculus	syntaxin 12(Stx12)
1450651_at	17909	Mus musculus	myosin X(Myo10)
1444572_at	75104	Mus musculus	monocyte to macrophage differentiation-associated 2(Mmd2)
1458924_at	399594	Mus musculus	RIKEN cDNA D430013B06 gene(D430013B06Rik)
1421470_at	14829	Mus musculus	gastrin releasing peptide receptor(Grpr)
1428438_s_at	67070	Mus musculus	LSM14A mRNA processing body assembly factor(Lsm14a)
1438888_at	23885	Mus musculus	germ cell-less, spermatogenesis associated 1(Gmcl1)
1416781_at	54637	Mus musculus	PRA1 domain family 2(Praf2)
1454294_at	70403	Mus musculus	RIKEN cDNA 2310061A09 gene(2310061A09Rik)
1421545_a_at	64009	Mus musculus	spectrin repeat containing, nuclear envelope 1(Syne1)
1436357_at	100504527	Mus musculus	predicted gene 10374(Gm10374)
1457834_at	22632	Mus musculus	YY1 transcription factor(Yy1)
1421083_x_at	23825	Mus musculus	barrier to autointegration factor 1(Banf1)
1433751_at	227059	Mus musculus	solute carrier family 39 (zinc transporter), member 10(Slc39a10)
1428342_at	214742	Mus musculus	REST corepressor 3(Rcor3)
1431763_a_at	109660	Mus musculus	chymotrypsin-like(Ctrl)
1425028_a_at	22004	Mus musculus	tropomyosin 2, beta(Tpm2)
1428406_s_at	353502	Mus musculus	host cell factor C1 regulator 1 (XPO1-dependent)(Hcfc1r1)
1453783_at	19290	Mus musculus	purine rich element binding protein A(Pura)
1454569_at	74935	Mus musculus	RIKEN cDNA 4930480K02 gene(4930480K02Rik)
1452822_at	77065	Mus musculus	integrator complex subunit 7(Ints7)
1453900_at	69391	Mus musculus	RIKEN cDNA 1700018A14 gene(1700018A14Rik)
1419477_at	93694	Mus musculus	C-type lectin domain family 2, member d(Clec2d)
1427156_s_at	75452	Mus musculus	activating signal cointegrator 1 complex subunit 2(Ascc2)
1418179_at	67841	Mus musculus	autophagy related 3(Atg3)
1439546_at	71146	Mus musculus	golgi autoantigen, golgin subfamily a, 7B(Golga7b)
1453432_at	75784	Mus musculus	RIKEN cDNA 1700007G11 gene(1700007G11Rik)
1457646_at	15397	Mus musculus	homeobox A11, opposite strand(Hoxa11os)
1460572_a_at	69752	Mus musculus	zinc finger protein 511(Zfp511)
1426289_at	69232	Mus musculus	glutamine-rich 1(Qrich1)
1418333_at	17764	Mus musculus	metal response element binding transcription factor 1(Mtf1)
1446492_at	243274	Mus musculus	transmembrane protein 132D(Tmem132d)
1458086_at	319719	Mus musculus	SUMO-interacting motifs containing 1(Simc1)
1434221_at	194401	Mus musculus	microtubule associated monooxygenase, calponin and LIM domain containing 3(Mical3)
1448605_at	11853	Mus musculus	ras homolog family member C(Rhoc)
1429142_at	76382	Mus musculus	RIKEN cDNA 1700012A03 gene(1700012A03Rik)
1428893_at	71240	Mus musculus	oxysterol binding protein-like 7(Osbpl7)
1454508_at	74911	Mus musculus	RIKEN cDNA 4930485E13 gene(4930485E13Rik)
1439192_at	384569	Mus musculus	neuro-oncological ventral antigen 2(Nova2)
1431215_at	72685	Mus musculus	DnaJ heat shock protein family (Hsp40) member C6(Dnajc6)
1428797_at	66083	Mus musculus	SET domain containing 6(Setd6)
1443020_at	219150	Mus musculus	homeobox containing 1(Hmbox1)
1456188_at	53878	Mus musculus	seminal vesicle secretory protein 2(Svs2)
1438623_x_at	100043674	Mus musculus	predicted gene 9840(Gm9840)
1460024_at	213988	Mus musculus	trinucleotide repeat containing 6b(Tnrc6b)
1442601_at	56809	Mus musculus	glucocorticoid modulatory element binding protein 1(Gmeb1)
1454792_s_at	109079	Mus musculus	selenophosphate synthetase 1(Sephs1)
1425007_at	72556	Mus musculus	zinc finger protein 566(Zfp566)
1451020_at	56637	Mus musculus	glycogen synthase kinase 3 beta(Gsk3b)
1426946_at	70572	Mus musculus	importin 5(Ipo5)
1418607_at	67235	Mus musculus	zinc finger with KRAB and SCAN domains 14(Zkscan14)
1424390_at	71844	Mus musculus	nucleoporin like 1(Nupl1)
1458873_at	12316	Mus musculus	asp (abnormal spindle)-like, microcephaly associated (Drosophila)(Aspm)
1418431_at	16573	Mus musculus	kinesin family member 5B(Kif5b)
1452297_at	72949	Mus musculus	cyclin T2(Ccnt2)
1437255_at	16969	Mus musculus	zinc finger and BTB domain containing 7a(Zbtb7a)
1420972_at	71371	Mus musculus	AT rich interactive domain 5B (MRF1-like)(Arid5b)
1430287_s_at	69536	Mus musculus	HemK methyltransferase family member 1(Hemk1)
1442767_s_at	22201	Mus musculus	ubiquitin-like modifier activating enzyme 1(Uba1)
1428187_at	16423	Mus musculus	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)(Cd47)
1455768_at	67963	Mus musculus	Niemann-Pick type C2(Npc2)
1422869_at	17289	Mus musculus	c-mer proto-oncogene tyrosine kinase(Mertk)
1423061_at	11877	Mus musculus	armadillo repeat gene deleted in velo-cardio-facial syndrome(Arvcf)
1448959_at	17993	Mus musculus	NADH dehydrogenase (ubiquinone) Fe-S protein 4(Ndufs4)
1449133_at	20753	Mus musculus	small proline-rich protein 1A(Sprr1a)
1433472_x_at	67671	Mus musculus	ribosomal protein L38(Rpl38)
1440909_at	210145	Mus musculus	immunity-related GTPase family, cinema 1(Irgc1)
1457749_at	319965	Mus musculus	coiled-coil and C2 domain containing 1B(Cc2d1b)
1432248_at	71327	Mus musculus	RIKEN cDNA 5430402P08 gene(5430402P08Rik)
1448858_at	29869	Mus musculus	unc-51 like kinase 2(Ulk2)
1420656_at	67470	Mus musculus	ATP-binding cassette, sub-family G (WHITE), member 8(Abcg8)
1454169_a_at	108670	Mus musculus	epithelial stromal interaction 1 (breast)(Epsti1)
1438332_at	18399	Mus musculus	solute carrier family 22 (organic anion transporter), member 6(Slc22a6)
1420469_at	71090	Mus musculus	Sumo1 pseudogene(4933411G06Rik)
1426027_a_at	78514	Mus musculus	Rho GTPase activating protein 10(Arhgap10)
1430807_at	224023	Mus musculus	kelch-like 22(Klhl22)
1430999_a_at	56367	Mus musculus	short coiled-coil protein(Scoc)
1454273_at	75531	Mus musculus	RIKEN cDNA 1700025H01 gene(1700025H01Rik)
1433782_at	64945	Mus musculus	claudin 12(Cldn12)
1435680_a_at	83768	Mus musculus	dipeptidylpeptidase 7(Dpp7)
1455096_at	399558	Mus musculus	fibronectin leucine rich transmembrane protein 2(Flrt2)
1442763_s_at	330010	Mus musculus	tubulin tyrosine ligase-like family, member 10(Ttll10)
1428305_at	18549	Mus musculus	proprotein convertase subtilisin/kexin type 2(Pcsk2)
1418110_a_at	16331	Mus musculus	inositol polyphosphate-5-phosphatase D(Inpp5d)
1441422_at	78926	Mus musculus	growth arrest-specific 2 like 1(Gas2l1)
1447184_at	106717	Mus musculus	expressed sequence AU021760(AU021760)
1432968_at	74676	Mus musculus	RIKEN cDNA 4930456A14 gene(4930456A14Rik)
1451328_at	104401	Mus musculus	pecanex homolog 3(Pcnx3)
1459650_at	21750	Mus musculus	telomeric repeat binding factor 2(Terf2)
1444883_at	67226	Mus musculus	transmembrane protein 19(Tmem19)
1416888_at	14082	Mus musculus	Fas (TNFRSF6)-associated via death domain(Fadd)
1427237_at	224904	Mus musculus	RIKEN cDNA 2410015M20 gene(2410015M20Rik)
1456377_x_at	67803	Mus musculus	LIM domain containing 2(Limd2)
1454326_at	74231	Mus musculus	RIKEN cDNA 1700017H01 gene(1700017H01Rik)
1451968_at	22596	Mus musculus	X-ray repair complementing defective repair in Chinese hamster cells 5(Xrcc5)
1429185_at	622434	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 26(Arhgef26)
1456133_x_at	16419	Mus musculus	integrin beta 5(Itgb5)
1455515_at	72301	Mus musculus	RIKEN cDNA 1810041L15 gene(1810041L15Rik)
1441519_at	18073	Mus musculus	nidogen 1(Nid1)
1419916_at	109331	Mus musculus	ring finger protein 20(Rnf20)
1426575_at	208449	Mus musculus	sphingomyelin synthase 1(Sgms1)
1454402_at	73233	Mus musculus	zinc finger protein 942(Zfp942)
1452260_at	14311	Mus musculus	cell death-inducing DFFA-like effector c(Cidec)
1417092_at	19228	Mus musculus	parathyroid hormone 1 receptor(Pth1r)
1425568_a_at	67878	Mus musculus	transmembrane protein 33(Tmem33)
1452471_at	171463	Mus musculus	interleukin 17 receptor D(Il17rd)
1439155_at	17299	Mus musculus	methyltransferase like 1(Mettl1)
1425728_at	620913	Mus musculus	predicted gene 12185(Gm12185)
1432285_at	76669	Mus musculus	U1-snRNP binding protein homolog pseudogene(1700128F08Rik)
1460502_at	69851	Mus musculus	RIKEN cDNA 2010007E15 gene(2010007E15Rik)
1460203_at	16438	Mus musculus	inositol 1,4,5-trisphosphate receptor 1(Itpr1)
1449214_a_at	74143	Mus musculus	optic atrophy 1(Opa1)
1450415_at	225600	Mus musculus	phosphodiesterase 6A, cGMP-specific, rod, alpha(Pde6a)
1428781_at	73712	Mus musculus	dermokine(Dmkn)
1446718_at	18036	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta(Nfkbib)
1458541_at	67665	Mus musculus	dynactin 4(Dctn4)
1426392_a_at	74117	Mus musculus	ARP3 actin-related protein 3(Actr3)
1439763_at	230935	Mus musculus	DnaJ heat shock protein family (Hsp40) member C11(Dnajc11)
1440326_at	76066	Mus musculus	RIKEN cDNA 5830435N17 gene(5830435N17Rik)
1421665_a_at	14715	Mus musculus	gonadotropin releasing hormone receptor(Gnrhr)
1456000_at	66942	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18(Ddx18)
1459938_at	320479	Mus musculus	RIKEN cDNA C330024D21 gene(C330024D21Rik)
1452227_at	231238	Mus musculus	sel-1 suppressor of lin-12-like 3 (C. elegans)(Sel1l3)
1442873_at	60344	Mus musculus	fidgetin(Fign)
1423836_at	218820	Mus musculus	zinc finger protein 503(Zfp503)
1419824_a_at	231326	Mus musculus	aminoadipate-semialdehyde dehydrogenase(Aasdh)
1432433_at	75071	Mus musculus	RIKEN cDNA 4930524N10 gene(4930524N10Rik)
1416513_at	16779	Mus musculus	laminin, beta 2(Lamb2)
1437886_at	239743	Mus musculus	kelch-like 6(Klhl6)
1451670_at	69834	Mus musculus	RAB43, member RAS oncogene family(Rab43)
1449032_at	56635	Mus musculus	prolactin family 2, subfamily a, member 1(Prl2a1)
1451389_at	99349	Mus musculus	DnaJ heat shock protein family (Hsp40) member C24(Dnajc24)
1449164_at	12514	Mus musculus	CD68 antigen(Cd68)
1430798_x_at	27395	Mus musculus	mitochondrial ribosomal protein L15(Mrpl15)
1448269_a_at	67455	Mus musculus	kelch-like 13(Klhl13)
1456332_at	103765	Mus musculus	transmembrane protein 17(Tmem17)
1432545_at	77772	Mus musculus	DC-STAMP domain containing 1(Dcst1)
1433527_at	64602	Mus musculus	iron responsive element binding protein 2(Ireb2)
1416730_at	59028	Mus musculus	RNA terminal phosphate cyclase-like 1(Rcl1)
1453517_at	66559	Mus musculus	methionyl aminopeptidase type 1D (mitochondrial)(Metap1d)
1433492_at	13822	Mus musculus	erythrocyte membrane protein band 4.1 like 2(Epb41l2)
1459682_at	434249	Mus musculus	predicted gene 5602(Gm5602)
1429545_at	22196	Mus musculus	ubiquitin-conjugating enzyme E2I(Ube2i)
1425482_s_at	217473	Mus musculus	ankyrin repeat and MYND domain containing 2(Ankmy2)
1420406_at	27412	Mus musculus	paternally expressed 12(Peg12)
1430263_at	73429	Mus musculus	homeobox D3, opposite strand 1(Hoxd3os1)
1460584_at	327655	Mus musculus	diphosphoinositol pentakisphosphate kinase 1(Ppip5k1)
1435493_at	109620	Mus musculus	desmoplakin(Dsp)
1426733_at	217837	Mus musculus	inositol 1,3,4-triphosphate 5/6 kinase(Itpk1)
1450904_at	66074	Mus musculus	transmembrane protein 167(Tmem167)
1436349_at	72657	Mus musculus	RIKEN cDNA 2700094K13 gene(2700094K13Rik)
1428952_at	69191	Mus musculus	protein disulfide isomerase associated 2(Pdia2)
1458168_at	67890	Mus musculus	ubiquitin-fold modifier 1(Ufm1)
1426403_at	226977	Mus musculus	ARP1 actin-related protein 1B, centractin beta(Actr1b)
1425439_a_at	71699	Mus musculus	solute carrier family 41, member 3(Slc41a3)
1434811_at	71213	Mus musculus	cancer antigen 1(Cage1)
1416459_at	11841	Mus musculus	ADP-ribosylation factor 2(Arf2)
1419431_at	13874	Mus musculus	epiregulin(Ereg)
1455342_at	353211	Mus musculus	prune homolog 2(Prune2)
1439698_at	57247	Mus musculus	zinc finger protein (C2H2 type) 276(Zfp276)
1424362_at	227721	Mus musculus	phospholipid phosphatase 7 (inactive)(Plpp7)
1457101_at	102636257	Mus musculus	predicted gene, 33374(Gm33374)
1433235_at	77311	Mus musculus	RIKEN cDNA C030011I16 gene(C030011I16Rik)
1421007_at	94216	Mus musculus	collagen, type IV, alpha 6(Col4a6)
1438322_x_at	14137	Mus musculus	farnesyl diphosphate farnesyl transferase 1(Fdft1)
1435716_x_at	20646	Mus musculus	small nuclear ribonucleoprotein N(Snrpn)
1432082_at	71290	Mus musculus	RIKEN cDNA 4933436I20 gene(4933436I20Rik)
1453638_at	71544	Mus musculus	Rho GTPase activating protein 42(Arhgap42)
1450331_s_at	100042636	Mus musculus	vomeronasal 2, receptor 34(Vmn2r34)
1447335_x_at	14025	Mus musculus	B cell CLL/lymphoma 11A (zinc finger protein)(Bcl11a)
1436146_at	74931	Mus musculus	RIKEN cDNA 4930481A15 gene(4930481A15Rik)
1417662_at	13713	Mus musculus	ELK3, member of ETS oncogene family(Elk3)
1442654_at	212281	Mus musculus	zinc finger protein 729a(Zfp729a)
1456349_x_at	22218	Mus musculus	small ubiquitin-like modifier 1(Sumo1)
1421216_a_at	15931	Mus musculus	iduronate 2-sulfatase(Ids)
1431832_x_at	50912	Mus musculus	exosome component 10(Exosc10)
1420677_x_at	67127	Mus musculus	late cornified envelope 1A1(Lce1a1)
1444182_at	70080	Mus musculus	immunoglobulin superfamily, member 23(Igsf23)
1432262_at	75007	Mus musculus	family with sequence similarity 63, member A(Fam63a)
1420378_at	20390	Mus musculus	surfactant associated protein D(Sftpd)
1436656_at	231503	Mus musculus	transmembrane protein 150C(Tmem150c)
1436852_at	230259	Mus musculus	RIKEN cDNA E130308A19 gene(E130308A19Rik)
