affy	entrez	Species	Gene Name
1426598_at	22290	Mus musculus	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome(Uty)
1419615_at	64177	Mus musculus	transient receptor potential cation channel, subfamily V, member 6(Trpv6)
1436230_at	382045	Mus musculus	adhesion G protein-coupled receptor G5(Adgrg5)
1419950_s_at	320938	Mus musculus	transportin 3(Tnpo3)
1418839_at	170823	Mus musculus	glomulin, FKBP associated protein(Glmn)
1415738_at	66073	Mus musculus	thioredoxin domain containing 12 (endoplasmic reticulum)(Txndc12)
1454705_at	210998	Mus musculus	family with sequence similarity 91, member A1(Fam91a1)
1451667_at	215015	Mus musculus	family with sequence similarity 20, member B(Fam20b)
1426876_at	212933	Mus musculus	peptidase M20 domain containing 1(Pm20d1)
1460324_at	13435	Mus musculus	DNA methyltransferase 3A(Dnmt3a)
1455570_x_at	71994	Mus musculus	calponin 3, acidic(Cnn3)
1443234_at	382010	Mus musculus	centrosomal protein 44(Cep44)
1438146_x_at	101685	Mus musculus	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)(Spty2d1)
1451105_at	226841	Mus musculus	vasohibin 2(Vash2)
1445712_at	102637568	Mus musculus	predicted gene, 34344(Gm34344)
1452917_at	72151	Mus musculus	replication factor C (activator 1) 5(Rfc5)
1450793_at	75352	Mus musculus	RIKEN cDNA 4930550L24 gene(4930550L24Rik)
1418003_at	66214	Mus musculus	regulator of cell cycle(Rgcc)
1435287_at	11519	Mus musculus	adducin 2 (beta)(Add2)
1430386_at	595139	Mus musculus	peptidylprolyl isomerase A pseudogene 8(E030024N20Rik)
1432303_at	77560	Mus musculus	RIKEN cDNA 9330198I05 gene(9330198I05Rik)
1450944_at	121021	Mus musculus	chondroitin sulfate proteoglycan 4(Cspg4)
1453282_at	13052	Mus musculus	coxsackie virus and adenovirus receptor(Cxadr)
1443078_at	320646	Mus musculus	RIKEN cDNA 6030439D06 gene(6030439D06Rik)
1443357_at	22763	Mus musculus	zinc finger RNA binding protein(Zfr)
1421485_at	140810	Mus musculus	tau tubulin kinase 2(Ttbk2)
1430846_at	78625	Mus musculus	RIKEN cDNA 1700061G19 gene(1700061G19Rik)
1434271_at	230101	Mus musculus	glucosidase beta 2(Gba2)
1426301_at	11658	Mus musculus	activated leukocyte cell adhesion molecule(Alcam)
1430655_at	70800	Mus musculus	RIKEN cDNA 4631405K08 gene(4631405K08Rik)
1430046_at	73162	Mus musculus	OTU domain containing 3(Otud3)
1433050_at	70580	Mus musculus	RIKEN cDNA 5730478J17 gene(5730478J17Rik)
1437939_s_at	13032	Mus musculus	cathepsin C(Ctsc)
1434911_s_at	71085	Mus musculus	Rho GTPase activating protein 19(Arhgap19)
1434953_at	70829	Mus musculus	coiled-coil domain containing 93(Ccdc93)
1454098_at	258096	Mus musculus	olfactory receptor 112(Olfr112)
1418986_a_at	22294	Mus musculus	ubiquitously expressed transcript(Uxt)
1422679_s_at	22083	Mus musculus	CTR9 homolog, Paf1/RNA polymerase II complex component(Ctr9)
1450048_a_at	269951	Mus musculus	isocitrate dehydrogenase 2 (NADP+), mitochondrial(Idh2)
1452237_at	15463	Mus musculus	ArfGAP with FG repeats 1(Agfg1)
1435462_at	433022	Mus musculus	phosphatidylinositol-specific phospholipase C, X domain containing 2(Plcxd2)
1437685_x_at	14264	Mus musculus	fibromodulin(Fmod)
1451489_at	71998	Mus musculus	solute carrier family 25, member 35(Slc25a35)
1441669_at	78618	Mus musculus	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(Acap2)
1451773_s_at	70408	Mus musculus	polymerase (RNA) III (DNA directed) polypeptide F(Polr3f)
1436334_at	104015	Mus musculus	synaptojanin 1(Synj1)
1425272_at	13731	Mus musculus	epithelial membrane protein 2(Emp2)
1450556_at	20741	Mus musculus	spectrin beta, erythrocytic(Sptb)
1421298_a_at	15257	Mus musculus	homeodomain interacting protein kinase 1(Hipk1)
1438050_x_at	668525	Mus musculus	predicted gene 9222(Gm9222)
1446127_at	21417	Mus musculus	zinc finger E-box binding homeobox 1(Zeb1)
1425630_at	20467	Mus musculus	transcriptional regulator, SIN3B (yeast)(Sin3b)
1435588_at	69368	Mus musculus	WD repeat and FYVE domain containing 1(Wdfy1)
1453913_a_at	21355	Mus musculus	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)(Tap2)
1453132_a_at	66284	Mus musculus	gastrokine 2(Gkn2)
1420650_at	11906	Mus musculus	zinc finger homeobox 3(Zfhx3)
1454399_at	625286	Mus musculus	transmembrane protein 236(Tmem236)
1421607_at	170828	Mus musculus	vestigial like family member 1(Vgll1)
1457174_at	552875	Mus musculus	expressed sequence AU015680(AU015680)
1460541_at	330836	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6(Slc7a6)
1440658_at	225339	Mus musculus	AMME chromosomal region gene 1-like(Ammecr1l)
1447513_at	56543	Mus musculus	potassium voltage-gated channel, Shal-related family, member 3(Kcnd3)
1417018_at	58859	Mus musculus	epidermal growth factor-containing fibulin-like extracellular matrix protein 2(Efemp2)
1450880_at	94063	Mus musculus	mitochondrial ribosomal protein L16(Mrpl16)
1443878_at	192786	Mus musculus	Rap guanine nucleotide exchange factor (GEF) 6(Rapgef6)
1431879_at	74545	Mus musculus	RIKEN cDNA 9030417H13 gene(9030417H13Rik)
1431850_at	71818	Mus musculus	RIKEN cDNA 3200001D21 gene(3200001D21Rik)
1424139_at	109905	Mus musculus	RAS-related protein-1a(Rap1a)
1454848_at	232807	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 12C(Ppp1r12c)
1456782_at	27878	Mus musculus	transcriptional adaptor 1(Tada1)
1454164_at	70913	Mus musculus	RIKEN cDNA 4921523L03 gene(4921523L03Rik)
1454265_a_at	56199	Mus musculus	ATP-binding cassette, sub-family B (MDR/TAP), member 10(Abcb10)
1417419_at	12443	Mus musculus	cyclin D1(Ccnd1)
1443939_at	666048	Mus musculus	TraB domain containing 2B(Trabd2b)
1459843_s_at	17125	Mus musculus	SMAD family member 1(Smad1)
1419312_at	11937	Mus musculus	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1(Atp2a1)
1418560_at	18597	Mus musculus	pyruvate dehydrogenase E1 alpha 1(Pdha1)
1419907_s_at	98752	Mus musculus	Fc receptor-like A(Fcrla)
1435094_at	16517	Mus musculus	potassium inwardly-rectifying channel, subfamily J, member 16(Kcnj16)
1426000_at	18430	Mus musculus	oxytocin receptor(Oxtr)
1432013_a_at	71804	Mus musculus	mitochondrial fission regulator 2(Mtfr2)
1419717_at	20349	Mus musculus	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E(Sema3e)
1449176_a_at	13178	Mus musculus	deoxycytidine kinase(Dck)
1418972_at	12042	Mus musculus	B cell leukemia/lymphoma 10(Bcl10)
1456658_at	11475	Mus musculus	actin, alpha 2, smooth muscle, aorta(Acta2)
1426427_at	319953	Mus musculus	tubulin tyrosine ligase-like 1(Ttll1)
1426366_at	239528	Mus musculus	argonaute RISC catalytic subunit 2(Ago2)
1458332_x_at	20677	Mus musculus	SRY (sex determining region Y)-box 4(Sox4)
1450041_a_at	22141	Mus musculus	tubby candidate gene(Tub)
1455581_x_at	330256	Mus musculus	predicted gene, 20559(Gm20559)
1429648_at	229782	Mus musculus	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3(Slc35a3)
1455542_at	68285	Mus musculus	RIKEN cDNA C630043F03 gene(C630043F03Rik)
1418886_s_at	170718	Mus musculus	isocitrate dehydrogenase 3 (NAD+) beta(Idh3b)
1422305_at	15977	Mus musculus	interferon beta 1, fibroblast(Ifnb1)
1419010_x_at	16622	Mus musculus	kallikrein 1-related peptidase b5(Klk1b5)
1435546_a_at	69053	Mus musculus	RIKEN cDNA 1810013L24 gene(1810013L24Rik)
1427768_s_at	17897	Mus musculus	myosin, light polypeptide 3(Myl3)
1423046_s_at	68092	Mus musculus	nuclear cap binding protein subunit 2(Ncbp2)
1428505_at	66365	Mus musculus	coiled-coil domain containing 90B(Ccdc90b)
1459211_at	14633	Mus musculus	GLI-Kruppel family member GLI2(Gli2)
1450720_at	11431	Mus musculus	acid phosphatase 1, soluble(Acp1)
1427650_a_at	12394	Mus musculus	runt related transcription factor 1(Runx1)
1439607_at	241919	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14(Slc7a14)
1418894_s_at	18515	Mus musculus	pre B cell leukemia homeobox 2(Pbx2)
1446203_at	27418	Mus musculus	muskelin 1, intracellular mediator containing kelch motifs(Mkln1)
1421151_a_at	13836	Mus musculus	Eph receptor A2(Epha2)
1454157_a_at	18782	Mus musculus	phospholipase A2, group IID(Pla2g2d)
1452315_at	16551	Mus musculus	kinesin family member 11(Kif11)
1430299_at	78829	Mus musculus	TSC22 domain family, member 4(Tsc22d4)
1422780_at	59038	Mus musculus	peroxisomal membrane protein 4(Pxmp4)
1427618_at	12565	Mus musculus	cadherin 9(Cdh9)
1451467_s_at	52856	Mus musculus	mitochondrial ribosome associated GTPase 2(Mtg2)
1437496_at	338350	Mus musculus	acyl-Coenzyme A dehydrogenase family, member 12(Acad12)
1427254_at	235682	Mus musculus	zinc finger protein 445(Zfp445)
1419314_at	26944	Mus musculus	tubulointerstitial nephritis antigen(Tinag)
1460575_at	229317	Mus musculus	eukaryotic translation initiation factor 2A(Eif2a)
1450466_at	12570	Mus musculus	cyclin-dependent kinase 5, regulatory subunit 2 (p39)(Cdk5r2)
1456343_at	215085	Mus musculus	solute carrier family 35, member F1(Slc35f1)
1417424_at	66191	Mus musculus	immediate early response 3 interacting protein 1(Ier3ip1)
1453342_at	71713	Mus musculus	cell division cycle 40(Cdc40)
1434446_at	16337	Mus musculus	insulin receptor(Insr)
1425183_a_at	67891	Mus musculus	ribosomal protein L4(Rpl4)
1447763_at	20614	Mus musculus	synaptosomal-associated protein 25(Snap25)
1455959_s_at	14629	Mus musculus	glutamate-cysteine ligase, catalytic subunit(Gclc)
1436665_a_at	108075	Mus musculus	latent transforming growth factor beta binding protein 4(Ltbp4)
1432672_at	75726	Mus musculus	RIKEN cDNA 4933407A17 gene(4933407A17Rik)
1418133_at	12051	Mus musculus	B cell leukemia/lymphoma 3(Bcl3)
1417002_at	106264	Mus musculus	RIKEN cDNA 0610012G03 gene(0610012G03Rik)
1443598_at	626854	Mus musculus	predicted gene, 38396(Gm38396)
1423446_at	13144	Mus musculus	death-associated protein kinase 3(Dapk3)
1419082_at	18788	Mus musculus	serine (or cysteine) peptidase inhibitor, clade B, member 2(Serpinb2)
1436137_at	229706	Mus musculus	solute carrier family 6 (neurotransmitter transporter), member 17(Slc6a17)
1418501_a_at	170719	Mus musculus	oxidation resistance 1(Oxr1)
1445754_at	100705	Mus musculus	acetyl-Coenzyme A carboxylase beta(Acacb)
1454383_at	71385	Mus musculus	RIKEN cDNA 5430434G16 gene(5430434G16Rik)
1424117_at	100040052	Mus musculus	predicted gene 2573(Gm2573)
1437893_at	665270	Mus musculus	phospholipase B1(Plb1)
1428698_at	74388	Mus musculus	dipeptidylpeptidase 8(Dpp8)
1416102_at	22631	Mus musculus	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide(Ywhaz)
1437862_at	67039	Mus musculus	RNA binding motif protein 25(Rbm25)
1437342_x_at	108705	Mus musculus	pituitary tumor-transforming 1 interacting protein(Pttg1ip)
1420613_at	19244	Mus musculus	protein tyrosine phosphatase 4a2(Ptp4a2)
1445264_at	212670	Mus musculus	cation channel, sperm associated 2(Catsper2)
1424292_at	76131	Mus musculus	DEP domain containing 1a(Depdc1a)
1454842_a_at	97884	Mus musculus	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2(B3galnt2)
1430210_at	78444	Mus musculus	pyroglutamyl-peptidase I-like(Pgpep1l)
1452478_at	225638	Mus musculus	alpha-kinase 2(Alpk2)
1426884_at	68477	Mus musculus	required for meiotic nuclear division 5 homolog A(Rmnd5a)
1417144_at	103733	Mus musculus	tubulin, gamma 1(Tubg1)
1440517_x_at	12763	Mus musculus	cytidine monophospho-N-acetylneuraminic acid hydroxylase(Cmah)
1452794_x_at	545728	Mus musculus	predicted gene 5861(Gm5861)
1438938_x_at	12034	Mus musculus	prohibitin 2(Phb2)
1448580_at	20340	Mus musculus	golgi apparatus protein 1(Glg1)
1436769_at	26440	Mus musculus	proteasome (prosome, macropain) subunit, alpha type 1(Psma1)
1444505_at	328365	Mus musculus	zinc finger, MIZ-type containing 1(Zmiz1)
1420372_at	20650	Mus musculus	syntrophin, basic 2(Sntb2)
1425746_at	77996	Mus musculus	cutA divalent cation tolerance homolog-like(Cutal)
1442194_at	100801	Mus musculus	expressed sequence AU018552(AU018552)
1438205_at	68505	Mus musculus	VPS51 GARP complex subunit(Vps51)
1449379_at	16542	Mus musculus	kinase insert domain protein receptor(Kdr)
1419290_at	67011	Mus musculus	methyltransferase like 6(Mettl6)
1421765_at	18507	Mus musculus	paired box 5(Pax5)
1423846_x_at	22143	Mus musculus	tubulin, alpha 1B(Tuba1b)
1437430_at	22293	Mus musculus	solute carrier family 45, member 2(Slc45a2)
1441195_at	402755	Mus musculus	RIKEN cDNA 6030487A22 gene(6030487A22Rik)
1453846_at	100910	Mus musculus	chondroitin polymerizing factor 2(Chpf2)
1454310_at	76111	Mus musculus	RIKEN cDNA 5830490A12 gene(5830490A12Rik)
1451277_at	225791	Mus musculus	zinc binding alcohol dehydrogenase, domain containing 2(Zadh2)
1450112_a_at	14453	Mus musculus	growth arrest specific 2(Gas2)
1420454_at	19377	Mus musculus	retinoic acid induced 1(Rai1)
1430889_a_at	22017	Mus musculus	thiopurine methyltransferase(Tpmt)
1430060_at	67325	Mus musculus	RIKEN cDNA 1700034G24 gene(1700034G24Rik)
1437436_s_at	26385	Mus musculus	G protein-coupled receptor kinase 6(Grk6)
1458814_at	107295	Mus musculus	expressed sequence AU022855(AU022855)
1454427_at	75004	Mus musculus	RIKEN cDNA 4930467D19 gene(4930467D19Rik)
1416158_at	11819	Mus musculus	nuclear receptor subfamily 2, group F, member 2(Nr2f2)
1430422_at	75656	Mus musculus	RIKEN cDNA 1700020A23 gene(1700020A23Rik)
1417368_s_at	17991	Mus musculus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2(Ndufa2)
1453729_a_at	100502825	Mus musculus	ribosomal protein L37, retrotransposed(Rpl37rt)
1421435_at	14804	Mus musculus	glutamate receptor, ionotropic, delta 2(Grid2)
1419054_a_at	24000	Mus musculus	protein tyrosine phosphatase, non-receptor type 21(Ptpn21)
1427701_a_at	20474	Mus musculus	sine oculis-related homeobox 4(Six4)
1435744_at	103012	Mus musculus	functional intergenic repeating RNA element(Firre)
1422011_s_at	22441	Mus musculus	X-linked lymphocyte-regulated(Xlr)
1426024_a_at	56320	Mus musculus	drebrin 1(Dbn1)
1424086_at	102644	Mus musculus	out at first homolog(Oaf)
1417529_at	19337	Mus musculus	RAB33A, member RAS oncogene family(Rab33a)
1429493_at	76781	Mus musculus	methyltransferase like 4(Mettl4)
1428760_at	77634	Mus musculus	small nuclear RNA activating complex, polypeptide 3(Snapc3)
1459684_at	320203	Mus musculus	RIKEN cDNA C130071C03 gene(C130071C03Rik)
1435380_at	70383	Mus musculus	cytochrome c oxidase assembly protein 10(Cox10)
1430996_at	75320	Mus musculus	ethanolamine kinase 1(Etnk1)
1419972_at	74102	Mus musculus	solute carrier family 35, member A5(Slc35a5)
1447937_a_at	100039331	Mus musculus	predicted gene 2163(Gm2163)
1434572_at	79221	Mus musculus	histone deacetylase 9(Hdac9)
1458007_at	17912	Mus musculus	myosin IB(Myo1b)
1451916_s_at	69097	Mus musculus	tripartite motif-containing 15(Trim15)
1455320_at	59027	Mus musculus	nicotinamide phosphoribosyltransferase(Nampt)
1458557_at	192197	Mus musculus	breast carcinoma amplified sequence 3(Bcas3)
1428766_at	67390	Mus musculus	RNA methyltransferase like 1(Rnmtl1)
1440830_at	224792	Mus musculus	adhesion G protein-coupled receptor F5(Adgrf5)
1432115_a_at	27392	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class N(Pign)
1421282_at	12160	Mus musculus	bone morphogenetic protein 5(Bmp5)
1422455_s_at	18195	Mus musculus	N-ethylmaleimide sensitive fusion protein(Nsf)
1419900_at	76794	Mus musculus	mannosidase, alpha, class 2C, member 1, opposite strand(Man2c1os)
1434392_at	17847	Mus musculus	ubiquitin specific peptidase 34(Usp34)
1427030_at	212514	Mus musculus	spindle and centriole associated protein 1(Spice1)
1439664_at	71833	Mus musculus	DDB1 and CUL4 associated factor 7(Dcaf7)
1452975_at	71760	Mus musculus	ethanolamine phosphate phospholyase(Etnppl)
1455473_at	72607	Mus musculus	ubiquitin specific peptidase 13 (isopeptidase T-3)(Usp13)
1456249_x_at	20977	Mus musculus	synaptophysin(Syp)
1435266_at	320271	Mus musculus	suppressor of cancer cell invasion(Scai)
1435565_at	56433	Mus musculus	VPS29 retromer complex component(Vps29)
1442069_at	28042	Mus musculus	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)(Ept1)
1423806_at	101861	Mus musculus	integrator complex subunit 4(Ints4)
1419129_at	102570	Mus musculus	solute carrier family 22 (organic cation transporter), member 13(Slc22a13)
1422474_at	18578	Mus musculus	phosphodiesterase 4B, cAMP specific(Pde4b)
1455944_at	329003	Mus musculus	zinc finger protein 516(Zfp516)
1440179_x_at	268291	Mus musculus	ring finger protein 217(Rnf217)
1427413_a_at	13046	Mus musculus	CUGBP, Elav-like family member 1(Celf1)
1445568_at	103844	Mus musculus	inhibitor of CDK, cyclin A1 interacting protein 1(Inca1)
1425239_at	224440	Mus musculus	SET domain containing 4(Setd4)
1422862_at	56376	Mus musculus	PDZ and LIM domain 5(Pdlim5)
1448656_at	12297	Mus musculus	calcium channel, voltage-dependent, beta 3 subunit(Cacnb3)
1427886_at	107939	Mus musculus	nuclear pore membrane protein 121(Pom121)
1434656_at	228850	Mus musculus	Ral GTPase activating protein, beta subunit (non-catalytic)(Ralgapb)
1428854_at	382620	Mus musculus	transmembrane p24 trafficking protein 8(Tmed8)
1431342_at	100379608	Mus musculus	predicted gene 15622(Gm15622)
1435746_at	20817	Mus musculus	serine/arginine-rich protein specific kinase 2(Srpk2)
1439593_s_at	100043911	Mus musculus	protein phosphatase 4, regulatory subunit 1-like, pseudogene(Ppp4r1l-ps)
1425079_at	107770	Mus musculus	transmembrane 6 superfamily member 2(Tm6sf2)
1430757_at	353211	Mus musculus	prune homolog 2(Prune2)
1441045_at	100048658	Mus musculus	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43(Ddx43)
1440070_at	12647	Mus musculus	choline acetyltransferase(Chat)
1426218_at	170772	Mus musculus	glucocorticoid induced transcript 1(Glcci1)
1447416_at	237558	Mus musculus	myelin regulatory factor-like(Myrfl)
1432325_at	74974	Mus musculus	RIKEN cDNA 4930502M04 gene(4930502M04Rik)
1459801_at	93961	Mus musculus	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5(B3galt5)
1426842_at	229096	Mus musculus	YTH domain family 3(Ythdf3)
1451809_s_at	66568	Mus musculus	RWD domain containing 3(Rwdd3)
1446308_at	74297	Mus musculus	coiled-coil domain containing 182(Ccdc182)
1417849_at	170753	Mus musculus	zinc finger protein 704(Zfp704)
1432650_at	67142	Mus musculus	RIKEN cDNA 2510019K15 gene(2510019K15Rik)
1421463_at	83382	Mus musculus	sialic acid binding Ig-like lectin E(Siglece)
1420860_at	104099	Mus musculus	integrin alpha 9(Itga9)
1431408_at	73938	Mus musculus	RIKEN cDNA 4930412B13 gene(4930412B13Rik)
1452051_at	74117	Mus musculus	ARP3 actin-related protein 3(Actr3)
1435326_at	226856	Mus musculus	lysophosphatidylglycerol acyltransferase 1(Lpgat1)
1449909_at	433016	Mus musculus	predicted gene 5483(Gm5483)
1416337_at	67530	Mus musculus	ubiquinol-cytochrome c reductase binding protein(Uqcrb)
1441122_at	330379	Mus musculus	predicted gene 839(Gm839)
1421988_at	23972	Mus musculus	3'-phosphoadenosine 5'-phosphosulfate synthase 2(Papss2)
1449053_s_at	16834	Mus musculus	component of oligomeric golgi complex 1(Cog1)
1417167_at	27998	Mus musculus	exosome component 5(Exosc5)
1423880_at	28088	Mus musculus	RNA 2',3'-cyclic phosphate and 5'-OH ligase(Rtcb)
1423285_at	12810	Mus musculus	cochlin(Coch)
1425783_at	74413	Mus musculus	tandem C2 domains, nuclear(Tc2n)
1433278_at	76050	Mus musculus	RIKEN cDNA 5830440H09 gene(5830440H09Rik)
1429097_at	330812	Mus musculus	ring finger protein 150(Rnf150)
1449855_s_at	50933	Mus musculus	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)(Uchl3)
1432935_at	78276	Mus musculus	RIKEN cDNA 5330433J24 gene(5330433J24Rik)
1448996_at	19881	Mus musculus	rod outer segment membrane protein 1(Rom1)
1441778_at	11516	Mus musculus	adenylate cyclase activating polypeptide 1(Adcyap1)
1418906_at	26425	Mus musculus	nucleotide binding protein 1(Nubp1)
1438728_at	65102	Mus musculus	Ngg1 interacting factor 3-like 1 (S. pombe)(Nif3l1)
1431561_a_at	71723	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 34(Dhx34)
1444671_at	226525	Mus musculus	RAS protein activator like 2(Rasal2)
